f1,f2,feasible,x1,x2,x3,x4,x5,x6,x7,x8
4.947643058521532744e+00,3.360419673964656084e+01,1.000000000000000000e+00,1.946892443796325978e+01,7.050753768618862161e+00,1.000185044156694403e+02,8.223853196025842749e+00,4.822792273570449595e+00,8.961166190743053761e+00,5.000143200173528726e+02,9.799101186070888758e-01
4.993171670146046459e+00,1.263061408170175781e+01,1.000000000000000000e+00,1.946904834009903951e+01,7.054294191211114118e+00,1.000426263423779289e+02,1.047927731641458315e+01,4.854597114162530147e+00,1.155970157004443877e+01,5.000027929546894256e+02,9.799397594128161915e-01
5.013543920984218083e+00,6.561844971943547655e+00,1.000000000000000000e+00,1.946839607324247012e+01,7.054803906473295250e+00,1.000515167537711676e+02,1.148462468978236295e+01,4.938793325470619777e+00,1.780125714955328320e+01,5.000071481036549699e+02,9.794928885724829559e-01
5.011361511885183084e+00,6.989750872876408394e+00,1.000000000000000000e+00,1.946626222219093094e+01,7.050203547102273482e+00,1.000401996361080279e+02,1.140246048386282141e+01,4.824666993095886980e+00,1.648855449387879091e+01,5.000495514458748971e+02,9.796978887951360848e-01
4.971185356457632487e+00,2.194402267265727247e+01,1.000000000000000000e+00,1.947117916904403856e+01,7.050983892200133774e+00,1.001064484197060409e+02,9.341113645438078095e+00,4.905809276914285810e+00,1.959183970887746895e+01,5.001114324976463195e+02,9.790134607113512022e-01
4.973004841013922039e+00,2.059505569794688284e+01,1.000000000000000000e+00,1.946983674033335276e+01,7.050869823002302361e+00,1.000386645092771971e+02,9.488306123130389125e+00,4.862629995204524214e+00,1.989319982197473635e+01,5.000088925557797666e+02,9.799124173803662741e-01
4.985063938159879804e+00,1.562289821674005985e+01,1.000000000000000000e+00,1.947118094413375999e+01,7.050718273070954112e+00,1.000438539516749472e+02,1.007779243230847221e+01,4.823709211798856700e+00,1.725258793018987546e+01,5.000196331887269707e+02,9.795114172712665601e-01
5.048178927033001528e+00,8.672697259494256405e-01,1.000000000000000000e+00,1.947025213799670240e+01,7.054786432830383092e+00,1.000476092051831216e+02,1.320408539121021896e+01,4.772912575754470588e+00,1.718736516203098574e+01,5.000036788933383036e+02,9.790115962945261652e-01
4.983503515910440385e+00,1.615297429639625904e+01,1.000000000000000000e+00,1.947128646802798713e+01,7.050753768618862161e+00,1.000227328503429192e+02,1.001077757905184207e+01,4.801955878778599640e+00,9.021375080747091602e+00,5.000154555066363287e+02,9.798831370776485139e-01
4.988870281784218541e+00,1.409675014159326700e+01,1.000000000000000000e+00,1.947016118310123289e+01,7.050830696466072744e+00,1.000017644209403045e+02,1.027747528933534937e+01,4.791413012116297665e+00,1.849663150380517607e+01,5.000073727406741568e+02,9.794957973513206406e-01
4.973938731101745780e+00,2.019869049050155141e+01,1.000000000000000000e+00,1.947114854841392173e+01,7.050869823002302361e+00,1.000386527038466227e+02,9.532371111549146292e+00,4.864436455184036667e+00,1.931568041077995801e+01,5.000089220577403353e+02,9.799124173803662741e-01
4.987285720726839955e+00,1.480489475931315546e+01,1.000000000000000000e+00,1.947126431830888293e+01,7.050750100193773129e+00,1.000108885095096269e+02,1.018348339694824389e+01,4.817111402665087638e+00,1.742610522520182315e+01,5.000241381450869653e+02,9.791261179151192762e-01
4.974733659049950241e+00,1.971562155151316986e+01,1.000000000000000000e+00,1.946902818380853972e+01,7.049480656201343898e+00,1.000059250515451055e+02,9.587122178114642068e+00,4.857324031047675739e+00,1.846223235601636503e+01,5.000193553029046711e+02,9.799578523978609290e-01
5.093629061862510632e+00,1.278496081098539662e-02,1.000000000000000000e+00,2.005955063234533498e+01,7.098363944709407569e+00,1.000405680360875493e+02,1.399977664687173728e+01,4.820667173095628755e+00,1.976729515992994379e+01,5.000068969726219166e+02,9.772498069639945495e-01
5.010179205069272612e+00,7.331560664913227221e+00,1.000000000000000000e+00,1.946603589769512510e+01,7.050710469114888745e+00,1.000227328503429192e+02,1.133736149418700201e+01,4.824962296752324242e+00,8.946913813082129963e+00,5.000154555066363287e+02,9.790215906444150740e-01
4.975972810395129287e+00,1.935691384185550135e+01,1.000000000000000000e+00,1.946881388564203874e+01,7.050626620870739991e+00,1.000418099223680599e+02,9.627775731151459127e+00,4.852389433444819211e+00,1.968303816440051435e+01,5.000032362304914955e+02,9.792668643072838242e-01
4.971185356457632487e+00,2.194402267265727247e+01,1.000000000000000000e+00,1.947117916904403856e+01,7.050983892200133774e+00,1.001064484197060409e+02,9.341113645438078095e+00,4.902877033473839852e+00,1.959183970887746895e+01,5.001114324976463195e+02,9.790134607113512022e-01
5.086110398112227315e+00,3.820840930155046389e-02,1.000000000000000000e+00,2.002931112401887148e+01,7.051625515913727327e+00,1.000400324762964743e+02,1.399997317337896696e+01,4.867079867175815977e+00,8.953088836123830774e+00,5.000170822217696127e+02,9.790533123173487118e-01
5.058470677856381492e+00,2.999950348965413904e-01,1.000000000000000000e+00,1.946861625327559153e+01,7.050673956936738485e+00,1.000513757461955606e+02,1.375629757108765361e+01,4.859136544446974959e+00,1.925113171022587366e+01,5.000056065226484066e+02,9.795213204132052764e-01
4.979986041544210984e+00,1.745392588839605352e+01,1.000000000000000000e+00,1.946623361507670680e+01,7.050541910524952272e+00,1.000046741212147197e+02,9.851281269627939707e+00,4.819762845549977470e+00,1.155489915421256164e+01,5.000090259413246940e+02,9.799376692751543549e-01
5.040243028857369190e+00,1.673823427823615262e+00,1.000000000000000000e+00,1.946888755391929848e+01,7.054768868285063554e+00,1.000026075161800776e+02,1.280029279758247007e+01,4.755373015333570486e+00,1.724163644483120095e+01,5.000800203308672280e+02,9.791854880821682094e-01
5.015563741481717130e+00,5.963331994758717336e+00,1.000000000000000000e+00,1.947013497881233590e+01,7.050828773365910074e+00,1.000059274257191078e+02,1.160756286305078433e+01,4.839100868269369471e+00,1.733958474063955535e+01,5.000228216347670696e+02,9.794830009185465647e-01
4.960198904348911420e+00,2.673061832369442214e+01,1.000000000000000000e+00,1.946892443796325978e+01,7.050753768618862161e+00,1.000185044156694403e+02,8.853127795922194565e+00,4.807694432016101693e+00,8.962672371078406641e+00,5.000143351413294681e+02,9.799814727318941765e-01
5.063170758484520029e+00,2.368357815659683785e-01,1.000000000000000000e+00,1.947093962486811591e+01,7.052624663860524556e+00,1.000415568274169686e+02,1.398301113905834825e+01,4.771092702133950425e+00,1.852893261537397507e+01,5.000035941546514096e+02,9.798250874076012140e-01
5.067727960723582115e+00,1.798976355766995494e-01,1.000000000000000000e+00,1.946861625327559153e+01,7.099701615480357830e+00,1.000182012479780127e+02,1.392848552824856334e+01,4.859076474127790313e+00,1.757024228190646653e+01,5.000055830936382222e+02,9.794895198627955324e-01
5.001859306868888133e+00,9.912348350817293152e+00,1.000000000000000000e+00,1.947128577383190162e+01,7.050662474690683190e+00,1.000512652660207067e+02,1.088983338393442146e+01,4.800968056816063978e+00,1.736313429397723596e+01,5.000157699038423971e+02,9.781752028660630760e-01
4.971791724753977348e+00,2.113716083313709149e+01,1.000000000000000000e+00,1.946983674033335276e+01,7.050869823002302361e+00,1.000386645092771971e+02,9.428623098696307991e+00,4.825539478299755380e+00,1.998376537557871657e+01,5.000049511681932586e+02,9.799118144373486494e-01
5.018343750574588036e+00,5.480493032810863419e+00,1.000000000000000000e+00,1.946634729533755959e+01,7.056849623110654335e+00,1.000497873341770969e+02,1.170922864009340714e+01,4.852409936361103959e+00,8.067379570323598870e+00,5.000071726620504933e+02,9.791370386738684761e-01
5.003025043199615496e+00,9.323585933430280193e+00,1.000000000000000000e+00,1.946918530869118058e+01,7.050553731545148750e+00,1.000020819717754677e+02,1.098618064962756158e+01,4.858208087928665542e+00,1.827438010585638040e+01,5.000170287640665947e+02,9.794865607414053876e-01
5.074887118184227219e+00,1.191212701008041164e-01,1.000000000000000000e+00,2.002548380213735868e+01,6.992538784045749800e+00,1.000837120204767814e+02,1.380327643710313268e+01,4.858728001376433348e+00,1.720337233435480684e+01,5.000630314254464679e+02,9.799762768055816364e-01
4.965557651885203150e+00,2.444665851915491572e+01,1.000000000000000000e+00,1.947008203602472420e+01,7.051049440542195512e+00,1.000502763373953599e+02,9.079900882495369530e+00,4.770861580612161923e+00,1.757703734721145494e+01,5.001121914314049377e+02,9.795667951801499962e-01
4.965862489488202414e+00,2.413021831292070019e+01,1.000000000000000000e+00,1.947008027787861906e+01,7.050541910524952272e+00,1.000046741212147197e+02,9.112240295935734480e+00,4.856645925167871525e+00,1.534697094870325174e+01,5.001130368235156993e+02,9.799776508861560709e-01
4.948489157616260847e+00,3.309382187902730976e+01,1.000000000000000000e+00,1.946954032434205217e+01,7.050062476914053633e+00,1.000499057094196047e+02,8.268262617022134719e+00,4.783420243523450743e+00,1.813225468580317923e+01,5.000036903471973346e+02,9.799320233853916484e-01
4.962966206148914594e+00,2.553385261937574668e+01,1.000000000000000000e+00,1.946885638772609184e+01,7.054345444656092923e+00,1.000143338403557891e+02,8.970218655188553214e+00,4.781180148600676638e+00,1.962495445683218875e+01,5.000003100712530681e+02,9.797948200992121492e-01
5.100870091343635337e+00,4.723279512741827661e-03,1.000000000000000000e+00,1.945779131579514853e+01,7.379583986852083832e+00,1.000317458911818420e+02,1.393747327491184507e+01,4.906192737892101086e+00,1.133051163736656619e+01,5.000010801288964331e+02,9.799739159594895721e-01
4.995927832219509312e+00,1.184509177346167874e+01,1.000000000000000000e+00,1.947128577383190162e+01,7.050662474690683190e+00,1.000512652660207067e+02,1.059325965146546622e+01,4.770926542514001056e+00,1.736313429397723596e+01,5.000157699038423971e+02,9.781752028660630760e-01
5.041777137657192043e+00,1.463025242595432873e+00,1.000000000000000000e+00,1.947122087472055085e+01,7.050977904576764210e+00,1.000053691529707152e+02,1.289354716039787263e+01,4.878393873255839175e+00,1.553841587679256619e+01,5.000840443225416720e+02,9.791769061258601692e-01
4.979049993473321223e+00,1.784630034811840460e+01,1.000000000000000000e+00,1.946623361507670680e+01,7.050558034683848341e+00,1.000056806684494148e+02,9.804256302725734784e+00,4.839318469551032287e+00,1.155489915421256164e+01,5.000090259413246940e+02,9.799376692751543549e-01
4.988100124772482324e+00,1.450649849274441472e+01,1.000000000000000000e+00,1.947116874409124776e+01,7.050750592847697895e+00,1.000108885095096269e+02,1.022278501020067942e+01,4.838379529069665175e+00,1.739038394204968085e+01,5.000241381450869653e+02,9.790491038677212599e-01
4.949861001085978707e+00,3.246836164891796273e+01,1.000000000000000000e+00,1.946877698435966764e+01,7.051049440542195512e+00,1.000502882561709583e+02,8.322994620746399619e+00,4.865840417438690224e+00,1.757703734721145494e+01,5.000095776441175985e+02,9.795506854411633046e-01
5.005599316243998231e+00,8.792275236472045563e+00,1.000000000000000000e+00,1.946888755391929848e+01,7.054833562009219960e+00,1.000481693931571101e+02,1.107462100058943122e+01,4.783364902314025890e+00,1.718244970878404132e+01,5.000809890805838904e+02,9.798013996609992171e-01
4.954459514992960223e+00,3.007745648502818625e+01,1.000000000000000000e+00,1.946859677128812649e+01,7.050712913688222727e+00,1.001202976107015843e+02,8.537683743502515910e+00,4.814289905322634233e+00,1.776023439134000270e+01,5.000099602753672912e+02,9.791301487540363668e-01
4.977321702632249156e+00,1.889658519730294373e+01,1.000000000000000000e+00,1.946882655889799452e+01,7.050724668111532978e+00,1.001200564487723170e+02,9.680721566029800940e+00,4.815932937007397108e+00,1.796527953658409515e+01,5.000081614248493338e+02,9.791291269987231205e-01
4.994809626232244781e+00,1.197311810330766768e+01,1.000000000000000000e+00,1.947126260762948746e+01,7.050619258286571878e+00,1.000321847866988350e+02,1.057453199854116654e+01,4.822036051681962476e+00,1.640070849812430609e+01,5.000105974179662667e+02,9.797660625623636488e-01
5.024000999458538175e+00,4.346258757104409121e+00,1.000000000000000000e+00,1.946912618179908350e+01,7.049851868510281783e+00,1.000435970900729785e+02,1.197398835627547520e+01,4.868976536851119086e+00,1.145888511550309197e+01,5.000435945292860538e+02,9.769274275479394865e-01
5.071419157009946055e+00,1.607564342229103882e-01,1.000000000000000000e+00,1.950434885647288752e+01,7.098363944709407569e+00,1.000398345090207357e+02,1.399977664687173728e+01,4.820667173095628755e+00,9.475002229043742119e+00,5.000068969726219166e+02,9.772498069639945495e-01
4.958075094900791235e+00,2.804228034220805199e+01,1.000000000000000000e+00,1.947024155474008467e+01,7.049585723359579781e+00,1.000012595793626389e+02,8.727339744134528843e+00,4.876245966941035626e+00,1.925848913267483198e+01,5.000553059898060724e+02,9.792193206149609752e-01
4.967021323694464918e+00,2.347902692008586811e+01,1.000000000000000000e+00,1.947128811732289577e+01,7.050852306952106296e+00,1.001060975975063343e+02,9.179202105032015169e+00,4.773067203431194727e+00,1.901096384744428036e+01,5.000083437031129847e+02,9.799681823779178291e-01
5.049898309871143631e+00,7.310181993703532832e-01,1.000000000000000000e+00,1.946626222219093094e+01,7.052599426781942071e+00,1.000541170076682249e+02,1.329858925574061068e+01,4.819929402142571817e+00,1.640593282993278734e+01,5.000821506430491468e+02,9.793886221811630710e-01
4.962928996269487136e+00,2.561033684056869575e+01,1.000000000000000000e+00,1.946885638772609184e+01,7.054294191211114118e+00,1.000419873843074328e+02,8.962628591231570852e+00,4.753817495359241363e+00,1.962495445683218875e+01,5.000227081781285960e+02,9.799397594128161915e-01
4.958895492481988576e+00,2.733926372073568700e+01,1.000000000000000000e+00,1.946859787829568589e+01,7.050537745046985272e+00,1.000059178656592991e+02,8.794382747849887494e+00,4.850665302006681223e+00,1.912725762354425996e+01,5.000016746511682300e+02,9.799688846008025589e-01
5.052786152937576603e+00,5.571260564154667527e-01,1.000000000000000000e+00,1.946626222219093094e+01,7.052430259496736298e+00,1.000541170076682249e+02,1.343622805717472346e+01,4.824666993095886980e+00,1.640593282993278734e+01,5.000821506430491468e+02,9.790161927179761303e-01
5.036578660591038314e+00,2.050304102755885260e+00,1.000000000000000000e+00,1.947013497881233590e+01,7.050750704627966492e+00,1.000056592465384711e+02,1.265440947825580587e+01,4.838292551625877458e+00,1.736947945745015787e+01,5.000019046143680725e+02,9.790212484540622428e-01
4.946139014278083224e+00,3.470107807179059023e+01,1.000000000000000000e+00,1.947025199554711961e+01,7.050753768618862161e+00,1.000227328503429192e+02,8.129612107440166824e+00,4.822792273570449595e+00,8.961166190743053761e+00,5.000036600398016162e+02,9.790217477797116263e-01
5.017567281507729682e+00,5.491945444891155326e+00,1.000000000000000000e+00,1.946634729533755959e+01,7.050463285654676504e+00,1.000497873341770969e+02,1.170874885319665282e+01,4.852409936361103959e+00,8.067379570323598870e+00,5.000070700952094853e+02,9.791370386738684761e-01
5.044239232558139108e+00,1.210981426443590081e+00,1.000000000000000000e+00,1.947025273971435055e+01,7.054769207334403269e+00,1.000475077674715578e+02,1.301148225911996548e+01,4.777833703892450323e+00,1.703594213657133949e+01,5.000520203110747275e+02,9.797958695873807411e-01
4.966490594756262311e+00,2.364559835099807472e+01,1.000000000000000000e+00,1.946905724624820522e+01,7.049585723359579781e+00,1.000166836191167050e+02,9.162269463129456781e+00,4.851947432638644031e+00,1.779830473247350042e+01,5.000004495329785072e+02,9.792193206149609752e-01
4.948930552187481346e+00,3.284303223185259668e+01,1.000000000000000000e+00,1.946954032434205217e+01,7.050079745152463495e+00,1.000514982308695267e+02,8.290179599199271721e+00,4.783420243523450743e+00,1.799769626043597626e+01,5.000030906342860249e+02,9.799320233853916484e-01
5.037330586639517271e+00,1.978164706465285638e+00,1.000000000000000000e+00,1.947014658616926042e+01,7.050828773365910074e+00,1.000059274257191078e+02,1.268144234574779716e+01,4.839100868269369471e+00,1.733760899333630690e+01,5.000805868165236348e+02,9.794830841434529756e-01
4.959994883272206501e+00,2.699431998528347165e+01,1.000000000000000000e+00,1.947096433582137465e+01,7.050482053531396787e+00,1.000493929577627483e+02,8.827507769710924990e+00,4.825373942220469559e+00,1.732013102460575382e+01,5.000118562221813932e+02,9.795145681892303280e-01
4.953898354929317627e+00,3.023851494182268240e+01,1.000000000000000000e+00,1.946860894922395602e+01,7.052703734521429624e+00,1.000280959599350297e+02,8.522695942868793395e+00,4.798983486205812277e+00,1.092966243524001868e+01,5.000159299530374710e+02,9.798500205071961622e-01
4.950164051889086814e+00,3.210298373795924221e+01,1.000000000000000000e+00,1.946877522621356249e+01,7.050541910524952272e+00,1.000046741212147197e+02,8.355332529099776195e+00,4.857023972604746831e+00,1.534697094870325174e+01,5.000102893147750365e+02,9.799640684016143188e-01
4.968384863342937940e+00,2.302821593134973810e+01,1.000000000000000000e+00,1.947106757736377247e+01,7.050837219127637390e+00,1.000317602470542653e+02,9.226202428896600694e+00,4.839863614179847673e+00,1.577556917744132470e+01,5.000512482629319493e+02,9.789956401150107235e-01
4.981167035390019038e+00,1.696910892870660703e+01,1.000000000000000000e+00,1.946852782467474441e+01,7.049023442045548649e+00,1.000396070249093157e+02,9.910251595884599141e+00,4.819762845549977470e+00,1.142146297142320677e+01,5.000099665203339327e+02,9.799376692751543549e-01
4.957794110889864214e+00,2.804290777741165286e+01,1.000000000000000000e+00,1.946905724624820522e+01,7.049585723359579781e+00,1.000166836191167050e+02,8.727339744134528843e+00,4.873106422216976874e+00,1.779830473247350042e+01,5.000008716356785499e+02,9.792193206149609752e-01
4.972409799266177544e+00,2.113054519834287248e+01,1.000000000000000000e+00,1.946638384667057764e+01,7.056697724581979081e+00,1.000493946602122577e+02,9.428623098696307991e+00,4.817017682217371366e+00,1.548439671100253534e+01,5.000056072387138784e+02,9.798476362429578979e-01
4.990580566883177305e+00,1.334417761726298579e+01,1.000000000000000000e+00,1.946877376005983606e+01,7.049023442045548649e+00,1.000396070249093157e+02,1.038043629977228832e+01,4.819762845549977470e+00,1.142146297142320677e+01,5.000099665203339327e+02,9.799376692751543549e-01
4.984662530457192986e+00,1.567549639093961389e+01,1.000000000000000000e+00,1.946983674033335276e+01,7.050869823002302361e+00,1.000386645092771971e+02,1.007115508939644322e+01,4.862629995204524214e+00,1.989319982197473635e+01,5.000088925557797666e+02,9.799107126948701785e-01
4.992026505579701734e+00,1.288198661089737662e+01,1.000000000000000000e+00,1.946686950610679645e+01,7.050733780546242002e+00,1.000400803790402620e+02,1.044464550230799027e+01,4.918303213253500061e+00,9.274117302207177005e+00,5.000159017964546138e+02,9.799332894245044168e-01
5.025219520979526067e+00,3.941822684013914557e+00,1.000000000000000000e+00,1.946892458041284257e+01,7.054786432830383092e+00,1.000483489799936621e+02,1.207455428011568443e+01,4.772912575754470588e+00,1.718736516203098574e+01,5.000143388316917026e+02,9.799009728236470762e-01
4.951463414570833166e+00,3.191459707566840009e+01,1.000000000000000000e+00,1.947093819916052482e+01,7.050481052048230168e+00,1.000466984532366155e+02,8.371950807080780876e+00,4.812454537040461666e+00,1.992665149631829280e+01,5.000325603555720591e+02,9.783548855471227990e-01
4.946852718996712639e+00,3.413057106724063061e+01,1.000000000000000000e+00,1.947012509782415535e+01,7.050491015123126815e+00,1.000419873843074328e+02,8.178445470485970148e+00,4.875991172759929881e+00,1.960373604353445742e+01,5.000227081781285960e+02,9.799085083490275405e-01
4.991387069585049296e+00,1.309003747258045181e+01,1.000000000000000000e+00,1.946689405931625672e+01,7.050743064410588623e+00,1.000014851691633311e+02,1.041550239992610116e+01,4.920752227681475688e+00,1.162967777486014320e+01,5.000159969836124674e+02,9.798436518092407121e-01
4.980960279561889692e+00,1.705377892307998877e+01,1.000000000000000000e+00,1.946852782467474441e+01,7.049023442045548649e+00,1.000396070249093157e+02,9.899913171244071108e+00,4.819762845549977470e+00,1.142235303494867082e+01,5.000099690532700834e+02,9.799376692751543549e-01
4.990163949724676584e+00,1.365461395849228410e+01,1.000000000000000000e+00,1.947160318468008100e+01,7.050760932018908633e+00,1.000078308155568863e+02,1.033725343291150267e+01,4.871162482799322291e+00,1.893763229002977866e+01,5.000406414765942031e+02,9.798142167727997842e-01
4.976809047308926814e+00,1.889782841912933975e+01,1.000000000000000000e+00,1.946983864156742783e+01,7.050869823002302361e+00,1.000290843330010944e+02,9.680491305403407409e+00,4.825539478299755380e+00,1.998376537557871657e+01,5.000057390583486381e+02,9.799120704307158203e-01
