f1,f2,feasible,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
1.479023056017798510e+01,2.341150952360442350e-01,0.000000000000000000e+00,2.299802486798682821e+00,6.509291404094390998e+01,6.162031099900722211e+02,1.429848681394217991e+01,5.095508529871700887e+00,9.672470124983661321e+00,9.216723714566658145e+02,8.844677153420653637e-01,9.619181618652474342e+00,1.682171429954178521e+01,5.479121900325058192e+01
