f1,f2,feasible,x1,x2,x3,x4,x5,x6,x7,x8
6.447382621875386910e+00,1.816953374990803560e+00,1.0,1.781705945319165352e+01,8.117776447634518888e+00,1.451316734804152588e+02,1.265277083695519167e+01,4.935354017494305801e+00,1.863779184448857507e+01,7.118935159849439742e+02,6.835096082873117762e-01
