f1,f2,feasible,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
2.958410901008182137e+01,4.099376607746605394e+00,0.000000000000000000e+00,3.152778908372093980e+01,4.967352782842187509e+00,2.037465865230560212e+03,1.585771014156930114e+01,5.190201719318079832e+00,2.866075216574141660e+00,4.380063565789379027e+03,9.620508971689363253e-01,9.500605300080742666e+00,1.078662665743696714e+01,4.057506437854308388e+02,2.982593826626233735e+01,4.680685751875278910e+00
