f1,f2,feasible,x1,x2,x3,x4,x5,x6,x7,x8
9.114919083008166112e+00,4.563669002901591942e-01,1.0,8.547960166500008228e+00,1.749739755346281811e+01,6.073129008252991525e+02,1.343623983117259613e+01,4.873240818816177544e+00,6.782724121715367538e+00,8.813026173432461974e+02,8.336931509035323540e-01
